Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,YearBuilt,RoofStyle,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,G6ivArea,Fireplaces,GarageType,GarageCars,GarageArea,SaleCondition,SalePrice
774,20,6,70,10150,1,1,1958,2,1,456,0,456,912,912,0,0,912,0,2,1,275,1,114500
775,20,6,110,14226,1,2,2006,4,375,0,0,1935,1935,1973,0,0,1973,1,2,3,895,6,395000
776,120,8,32,4500,1,4,1998,4,320,866,0,338,1204,1204,0,0,1204,0,2,2,412,5,162000
777,20,6,86,11210,2,1,2005,2,240,20,0,1594,1614,1614,0,0,1614,0,2,3,865,6,221500
778,20,6,100,13350,2,1,1974,4,0,762,0,102,864,894,0,0,894,1,2,2,440,1,142500
779,90,5,60,8400,1,1,1977,2,320,0,0,0,0,2020,0,0,2020,2,6,2,630,1,144000
780,90,6,78,10530,1,1,1977,2,90,975,0,0,975,1004,0,0,1004,0,2,2,504,1,135000
781,20,6,63,7875,1,1,1995,2,38,0,0,1237,1237,1253,0,0,1253,1,2,2,402,1,176000
782,60,6,65,7153,1,1,1992,2,0,387,0,374,761,810,793,0,1603,0,2,2,484,1,175900
783,20,6,67,16285,3,1,2001,2,0,0,0,1413,1413,1430,0,0,1430,0,2,2,605,1,187100
784,85,6,21,9101,2,2,1978,2,104,1097,0,0,1097,1110,0,0,1110,1,2,2,602,1,165500
785,75,8,35,6300,1,1,1914,2,0,0,0,742,742,742,742,0,1484,1,7,0,0,5,128000
786,20,6,21,9790,1,1,1967,2,0,251,630,491,1372,1342,0,0,1342,1,2,2,457,1,161500
787,50,8,60,10800,1,1,1915,2,0,686,0,0,686,966,686,0,1652,0,6,1,416,5,139000
788,60,6,76,10142,2,1,2004,2,0,656,0,300,956,956,1128,0,2084,0,4,2,618,1,233000
789,20,8,50,6000,1,2,1954,2,0,0,0,901,901,901,0,0,901,0,6,1,281,5,107900
790,60,6,21,12205,2,1,1966,2,157,568,0,264,832,976,1111,0,2087,0,2,2,444,1,187500
791,120,6,43,3182,1,1,2005,2,11,16,0,1129,1145,1145,0,0,1145,1,2,2,397,1,160200
792,80,6,21,11333,2,2,1976,2,0,539,0,490,1029,1062,0,0,1062,2,2,2,539,1,146800
793,60,6,92,9920,2,3,1996,2,0,862,0,255,1117,1127,886,0,2013,1,2,2,455,1,269790
794,20,6,76,9158,1,1,2007,2,140,0,0,1496,1496,1496,0,0,1496,0,2,2,474,6,225000
795,60,6,21,10832,2,2,1994,2,0,0,0,712,712,1086,809,0,1895,1,2,2,409,1,194500
796,60,6,70,8400,1,1,1980,2,130,0,0,650,650,888,676,0,1564,1,2,2,476,1,171000
797,20,6,71,8197,1,1,1977,2,148,0,0,660,660,1285,0,0,1285,1,2,2,528,1,143500
798,20,6,57,7677,1,1,1953,2,0,570,0,203,773,773,0,0,773,0,2,1,240,2,110000
799,60,6,104,13518,1,1,2008,4,860,0,0,1926,1926,1966,1174,0,3140,2,4,3,820,6,485000
800,50,6,60,7200,1,2,1937,2,252,569,0,162,731,981,787,0,1768,2,6,1,240,1,175000
801,60,6,79,12798,2,1,1997,2,0,462,0,154,616,616,1072,0,1688,0,2,2,603,1,200000
802,30,8,40,4800,1,1,1916,2,0,197,0,999,1196,1196,0,0,1196,0,6,2,440,5,109900
803,60,6,63,8199,1,1,2005,2,0,648,0,80,728,728,728,0,1456,1,2,2,410,1,189000
804,60,6,107,13891,1,1,2008,4,424,0,0,1734,1734,1734,1088,0,2822,1,4,3,1020,6,582933
805,20,6,75,9000,1,1,1954,2,0,812,0,124,936,1128,0,0,1128,0,2,1,286,5,118000
806,20,6,91,12274,2,4,2008,2,256,0,0,1417,1417,1428,0,0,1428,0,2,2,554,6,227680
807,80,6,75,9750,1,1,1967,2,0,400,480,100,980,980,0,0,980,0,2,1,384,1,135500
808,70,6,144,21384,1,1,1923,2,0,1309,0,15,1324,1072,504,0,1576,1,2,2,528,1,223500
809,80,6,85,13400,1,1,1966,2,1047,516,128,380,1024,1086,0,0,1086,1,2,2,484,1,159950
810,75,8,90,8100,1,2,1898,4,0,0,0,849,849,1075,1063,0,2138,0,6,2,360,5,106000
811,20,6,78,10140,1,1,1974,4,99,663,377,0,1040,1309,0,0,1309,1,2,2,484,1,181000
812,120,8,21,4438,1,1,2004,2,169,662,0,186,848,848,0,0,848,1,2,2,420,5,144500
813,20,2,66,8712,1,1,1952,4,0,0,0,540,540,1044,0,0,1044,0,3,2,504,4,55993
814,20,6,75,9750,1,1,1958,2,243,608,0,834,1442,1442,0,0,1442,0,2,1,301,1,157900
815,50,6,45,8248,1,1,1918,2,0,0,0,686,686,686,564,0,1250,0,6,1,280,1,116000
816,20,6,48,12137,3,3,1998,2,442,0,0,1649,1649,1661,0,0,1661,0,2,2,598,1,224900
817,20,6,21,11425,2,2,1954,2,0,486,0,522,1008,1008,0,0,1008,1,2,1,275,1,137000
818,20,6,21,13265,2,3,2002,4,148,1218,0,350,1568,1689,0,0,1689,2,2,3,857,1,271000
819,80,6,80,8816,1,1,1971,2,80,504,0,506,1010,1052,0,0,1052,0,2,2,440,1,155000
820,120,6,44,6371,2,1,2009,2,128,733,0,625,1358,1358,0,0,1358,1,2,2,484,6,224000
821,60,6,72,7226,2,3,2003,2,0,0,0,798,798,798,842,0,1640,0,2,2,595,1,183000
822,20,8,60,6000,1,1,1953,2,0,0,0,936,936,936,0,0,936,0,6,2,576,5,93000
823,60,6,21,12394,2,2,2003,2,0,0,0,847,847,847,886,0,1733,1,4,2,433,5,225000
824,50,6,60,9900,1,1,1940,2,0,0,0,778,778,944,545,0,1489,1,6,1,240,1,139500
825,20,3,81,11216,1,1,2006,2,0,0,0,1489,1489,1489,0,0,1489,1,2,2,776,6,232600
826,20,6,114,14803,1,1,2007,4,816,1636,0,442,2078,2084,0,0,2084,1,2,3,1220,6,385000
827,45,8,50,6130,1,1,1924,2,0,784,0,0,784,784,0,0,784,0,7,0,0,5,109500
828,20,6,65,8529,2,1,2001,2,0,20,0,1434,1454,1434,0,0,1434,1,2,2,527,1,189000
829,60,6,21,28698,3,3,1967,1,0,249,764,0,1013,1160,966,0,2126,0,2,2,538,2,185000
830,160,3,24,2544,1,1,2005,2,0,0,0,600,600,520,623,80,1223,0,6,2,480,1,147400
831,20,6,80,11900,2,2,1957,2,387,1040,0,352,1392,1392,0,0,1392,2,2,2,458,1,166000
832,160,3,30,3180,1,1,2005,2,0,0,0,600,600,520,600,80,1200,0,6,2,480,1,151000
833,60,6,44,9548,2,3,2003,2,223,483,0,458,941,941,888,0,1829,1,2,2,613,1,237000
834,20,6,100,10004,1,1,1964,2,180,196,345,975,1516,1516,0,0,1516,0,2,2,472,1,167000
835,20,6,75,7875,1,1,1961,2,136,572,0,572,1144,1144,0,0,1144,0,2,2,456,1,139950
836,20,6,60,9600,1,1,1950,2,0,442,0,625,1067,1067,0,0,1067,0,2,2,436,1,128000
837,30,8,90,8100,1,1,1948,2,0,338,0,1221,1559,1559,0,0,1559,0,6,2,812,5,153500
838,160,8,21,1680,1,1,1973,2,158,330,0,153,483,483,504,0,987,0,6,1,264,5,100000
839,20,6,75,9525,1,1,1995,2,0,0,0,1099,1099,1099,0,0,1099,0,2,1,352,1,144000
840,50,6,70,11767,1,1,1946,2,0,352,0,416,768,768,432,0,1200,0,6,1,240,1,130500
841,70,5,21,12155,2,1,1925,2,0,156,0,516,672,810,672,0,1482,0,6,1,400,1,140000
842,70,8,60,10440,1,1,1904,2,0,0,0,650,650,958,581,0,1539,1,6,2,686,5,157500
843,80,6,82,9020,1,1,1966,2,183,312,539,276,1127,1165,0,0,1165,0,2,2,490,1,174900
844,90,6,80,8000,1,2,1961,2,0,0,0,1800,1800,1800,0,0,1800,0,7,0,0,1,141000
845,50,8,100,12665,2,1,1915,2,0,0,0,876,876,876,540,0,1416,1,6,3,720,5,153900
846,85,6,21,16647,2,3,1975,2,0,1390,0,0,1390,1701,0,0,1701,2,3,2,611,1,171000
847,60,6,75,9317,1,1,1993,2,137,513,0,227,740,1006,769,0,1775,1,2,2,425,1,213000
848,20,6,36,15523,2,3,1972,2,0,460,0,404,864,864,0,0,864,1,2,1,338,1,133500
849,50,6,75,45600,3,1,1908,2,0,0,0,907,907,1307,1051,0,2358,1,6,2,360,1,240000
850,80,6,80,9600,1,4,1976,4,360,0,0,528,528,1094,761,0,1855,1,2,2,512,1,187000
851,120,8,36,4435,1,1,2003,2,170,659,0,189,848,848,0,0,848,0,2,2,420,5,131500
852,120,6,21,3196,1,1,2003,2,40,0,0,1273,1273,1456,0,0,1456,1,2,2,400,1,215000
853,75,6,53,7128,1,1,1941,2,0,364,0,554,918,918,728,0,1646,2,6,1,240,1,164000
854,80,6,21,12095,2,2,1964,2,115,564,0,563,1127,1445,0,0,1445,1,2,2,645,1,158000
855,20,6,102,17920,1,1,1955,4,0,306,1085,372,1763,1779,0,0,1779,1,2,2,454,2,170000
856,20,6,21,6897,2,2,1962,2,0,659,0,381,1040,1040,0,0,1040,0,6,1,260,1,127000
857,80,6,21,10970,2,1,1978,2,0,505,435,0,940,1026,0,0,1026,0,6,2,576,1,147000
858,60,6,65,8125,1,1,1994,2,0,0,0,702,702,702,779,0,1481,1,2,2,343,1,174000
859,20,6,80,10400,1,1,1976,2,189,0,0,1090,1090,1370,0,0,1370,1,2,2,479,5,152000
860,60,6,21,11029,2,2,1968,2,220,619,0,435,1054,1512,1142,0,2654,1,2,2,619,1,250000
861,50,6,55,7642,1,2,1918,2,0,0,0,912,912,912,514,0,1426,1,6,1,216,1,189950
862,190,6,75,11625,1,1,1965,4,0,841,0,198,1039,1039,0,0,1039,0,2,2,504,1,131500
863,20,6,81,9672,1,2,1984,4,0,338,0,702,1040,1097,0,0,1097,0,2,2,480,1,152000
864,20,6,70,7931,1,1,1959,4,0,1148,0,0,1148,1148,0,0,1148,0,2,1,672,1,132500
865,20,3,72,8640,1,1,2007,2,0,0,0,1372,1372,1372,0,0,1372,0,2,2,529,6,250580
866,20,6,21,8750,2,1,1970,2,76,828,0,174,1002,1002,0,0,1002,0,6,2,902,1,148500
867,20,6,67,10656,2,1,2006,2,274,0,0,1638,1638,1646,0,0,1646,1,2,3,870,6,248900
868,20,6,85,6970,1,2,1961,2,0,932,0,108,1040,1120,0,0,1120,0,2,2,544,1,129000
869,60,6,21,14762,3,2,1948,2,0,0,0,0,0,1547,720,53,2320,1,2,2,672,1,169000
870,60,6,80,9938,1,1,1993,2,246,750,0,300,1050,1062,887,0,1949,1,2,2,574,1,236000
871,20,6,60,6600,1,1,1962,4,0,0,0,894,894,894,0,0,894,0,6,1,308,1,109500
872,60,6,70,8750,1,1,1998,2,116,505,0,299,804,804,878,0,1682,0,2,2,523,1,200500
873,20,6,74,8892,1,2,1953,2,0,0,0,105,105,910,0,0,910,0,2,2,414,1,116000
874,40,6,60,12144,1,1,1949,2,0,375,0,457,832,1036,0,232,1268,1,2,1,288,1,133000
875,50,8,52,5720,1,1,1941,2,0,0,0,676,676,676,455,0,1131,0,6,1,200,1,66500
876,60,3,75,9000,1,1,2007,2,0,64,0,1120,1184,1184,1426,0,2610,1,4,2,550,6,303477
877,20,6,94,25286,1,1,1963,2,0,633,0,431,1064,1040,0,0,1040,0,2,2,648,1,132250
878,60,6,74,8834,1,1,2004,4,216,1170,0,292,1462,1462,762,0,2224,1,2,3,738,1,350000
879,85,6,88,11782,2,1,1961,2,0,899,0,210,1109,1155,0,0,1155,0,6,2,576,1,148000
880,20,6,21,7000,2,3,1978,2,90,646,0,218,864,864,0,0,864,0,2,1,336,1,136500
881,20,6,60,7024,1,1,2005,2,0,980,0,110,1090,1090,0,0,1090,0,2,2,450,1,157000
882,50,6,44,13758,2,3,1990,2,117,902,0,254,1156,1187,530,0,1717,1,2,2,400,1,187500
883,60,6,21,9636,2,2,1992,2,0,0,0,808,808,808,785,0,1593,1,4,2,389,1,178000
884,75,6,60,6204,1,1,1912,2,0,0,0,795,795,954,795,481,2230,0,6,1,440,1,118500
885,20,6,65,7150,1,1,1967,2,60,432,0,460,892,892,0,0,892,0,2,1,288,1,100000
886,120,3,50,5119,2,3,1999,2,60,1238,0,460,1698,1709,0,0,1709,1,2,2,506,2,328900
887,90,6,70,8393,1,2,1959,2,122,528,0,1098,1626,1712,0,0,1712,0,2,2,588,5,145000
888,50,6,59,16466,2,1,1955,2,0,0,0,816,816,872,521,0,1393,0,2,1,300,1,135500
889,20,6,95,15865,2,1,1970,1,0,351,823,1043,2217,2217,0,0,2217,1,2,2,621,1,268000
890,20,6,128,12160,1,1,1953,4,90,1024,0,481,1505,1505,0,0,1505,1,2,2,505,1,149500
891,50,6,60,8064,1,2,1949,2,0,0,0,672,672,672,252,0,924,1,6,2,576,1,122900
892,60,6,70,11184,1,1,1978,4,92,226,500,192,918,918,765,0,1683,1,2,2,440,1,172500
893,20,6,70,8414,1,1,1963,4,0,663,0,396,1059,1068,0,0,1068,0,2,1,264,1,154500
894,20,6,21,13284,1,1,1954,2,0,1064,0,319,1383,1383,0,0,1383,1,2,1,354,1,165000
895,90,6,64,7018,1,1,1979,2,0,0,0,0,0,1535,0,0,1535,0,2,2,400,4,118858
896,60,6,71,7056,1,1,1963,4,415,400,0,380,780,983,813,0,1796,1,2,2,483,1,140000
897,30,8,50,8765,1,1,1936,2,0,285,0,666,951,951,0,0,951,0,6,1,327,1,106500
898,90,6,64,7018,1,1,1979,2,0,0,0,0,0,1120,1120,0,2240,0,6,2,528,4,142953
899,20,6,100,12919,2,1,2009,4,760,2188,0,142,2330,2364,0,0,2364,2,2,3,820,6,611657
900,20,6,65,6993,1,1,1961,2,0,465,0,447,912,1236,0,0,1236,1,2,1,288,1,135000
901,20,6,21,7340,2,1,1971,2,0,322,0,536,858,858,0,0,858,0,6,1,684,1,110000
902,20,6,64,8712,2,1,1957,4,0,860,0,132,992,1306,0,0,1306,0,6,1,756,1,153000
903,60,6,63,7875,1,1,2003,2,0,0,0,783,783,807,702,0,1509,1,2,2,393,1,180000
904,20,6,50,14859,2,3,2006,4,27,0,0,1670,1670,1670,0,0,1670,1,2,3,690,6,240000
905,20,6,21,6173,2,1,1967,2,75,599,0,277,876,902,0,0,902,0,2,1,288,1,125500
906,20,6,80,9920,1,1,1954,2,110,354,290,412,1056,1063,0,0,1063,0,2,1,280,1,128000
907,20,6,116,13501,2,2,2006,2,208,63,0,1560,1623,1636,0,0,1636,1,2,3,865,1,255000
908,50,6,86,11500,2,1,1936,2,0,223,0,794,1017,1020,1037,0,2057,1,2,1,180,1,250000
909,20,6,21,8885,2,1,1983,2,0,301,324,239,864,902,0,0,902,0,2,2,484,1,131000
910,60,6,149,12589,3,1,2005,2,0,0,0,742,742,742,742,0,1484,1,2,2,390,1,174000
911,90,6,80,11600,1,2,1960,2,361,443,0,662,1105,1105,1169,0,2274,0,6,2,480,1,154300
912,20,6,21,9286,2,3,1977,2,0,196,0,1072,1268,1268,0,0,1268,0,6,1,252,1,143500
913,30,8,51,6120,1,1,1925,2,0,489,0,279,768,1015,0,0,1015,0,6,1,450,1,88000
914,90,5,82,6270,1,1,1949,2,0,284,0,717,1001,1001,1001,0,2002,0,1,3,871,1,145000
915,160,3,30,3000,1,1,2009,2,76,294,0,318,612,612,612,0,1224,0,6,2,528,6,173733
916,160,8,21,2001,1,1,1970,2,80,0,0,546,546,546,546,0,1092,0,2,1,286,5,75000
917,20,2,50,9000,1,1,1949,2,0,50,0,430,480,480,0,0,480,0,6,1,308,2,35311
918,20,6,21,17140,1,1,1956,2,0,1059,0,75,1134,1229,0,0,1229,0,2,1,284,1,135000
919,60,6,103,13125,2,2,1991,2,0,48,634,422,1104,912,1215,0,2127,1,2,3,833,1,238000
920,20,6,87,11029,2,2,1958,4,0,528,411,245,1184,1414,0,0,1414,1,2,2,601,1,176500
921,60,6,70,8462,2,1,1994,2,105,814,0,114,928,936,785,0,1721,0,2,2,471,1,201000
922,90,6,67,8777,1,1,1900,2,0,1084,0,188,1272,1272,928,0,2200,0,7,0,0,1,145900
923,20,6,65,10237,1,1,2005,2,0,28,0,1288,1316,1316,0,0,1316,1,2,2,397,6,169990
924,120,6,50,8012,1,1,1993,2,0,165,841,598,1604,1617,0,0,1617,1,2,2,533,1,193000
925,20,6,79,10240,1,1,1980,2,157,625,1061,0,1686,1686,0,0,1686,1,2,2,612,1,207500
926,20,6,21,15611,2,2,1977,2,0,767,93,266,1126,1126,0,0,1126,0,2,2,540,2,175000
927,60,6,93,11999,1,1,2003,4,340,0,0,1181,1181,1234,1140,0,2374,1,4,3,656,1,285000
928,60,6,21,9900,1,1,1968,2,342,552,0,280,832,1098,880,0,1978,1,2,2,486,1,176000
929,20,6,21,11838,1,1,2001,4,0,0,0,1753,1753,1788,0,0,1788,1,2,2,522,1,236500
930,60,6,21,13006,2,2,1997,2,285,0,0,964,964,993,1243,0,2236,1,4,2,642,1,222000
931,20,6,73,8925,2,1,2007,2,0,16,0,1450,1466,1466,0,0,1466,0,2,3,610,1,201000
932,20,6,70,9100,1,1,1965,2,0,338,466,121,925,925,0,0,925,0,6,1,429,1,117500
933,20,6,84,11670,2,2,2006,4,302,0,0,1905,1905,1905,0,0,1905,1,2,3,788,1,320000
934,20,6,63,8487,1,4,2004,2,210,20,0,1480,1500,1500,0,0,1500,0,2,2,570,1,190000
935,20,6,313,27650,3,1,1960,1,0,425,0,160,585,2069,0,0,2069,1,2,2,505,1,242000
936,30,6,52,5825,2,1,1926,2,108,0,0,600,600,747,0,0,747,0,6,2,528,1,79900
937,20,6,67,10083,1,1,2003,2,0,833,0,343,1176,1200,0,0,1200,0,2,2,555,1,184900
938,60,6,75,9675,1,1,2005,2,0,341,0,772,1113,1113,858,0,1971,1,2,2,689,1,253000
939,60,6,73,8760,1,1,2006,2,0,464,0,927,1391,1391,571,0,1962,0,2,3,868,6,239799
940,70,6,21,24090,1,1,1940,2,0,0,0,1032,1032,1207,1196,0,2403,2,2,1,349,1,244400
941,90,6,55,12640,2,1,1976,2,0,936,396,396,1728,1728,0,0,1728,0,2,2,574,1,150900
942,60,6,21,8755,2,4,1999,2,298,772,0,220,992,1022,1038,0,2060,1,4,2,390,1,214000
943,90,6,42,7711,2,1,1977,2,0,1440,0,0,1440,1440,0,0,1440,0,7,0,0,2,150000
944,90,6,100,25000,1,1,1967,2,0,0,0,1632,1632,1632,0,0,1632,0,2,2,576,1,143000
945,20,6,21,14375,2,3,1958,2,541,111,354,354,819,1344,0,0,1344,1,3,2,525,2,137500
946,50,8,98,8820,1,2,1890,4,0,1088,0,0,1088,1188,561,120,1869,0,6,2,456,5,124900
947,80,6,70,8163,1,1,1959,2,128,748,294,102,1144,1144,0,0,1144,1,2,1,796,1,143000
948,20,6,85,14536,1,1,2002,4,236,1300,0,316,1616,1629,0,0,1629,1,2,3,808,1,270000
949,60,6,65,14006,2,1,2002,2,144,0,0,936,936,936,840,0,1776,1,2,2,474,1,192500
950,20,6,78,9360,1,1,1972,4,0,982,0,179,1161,1381,0,0,1381,1,2,2,676,1,197500
951,20,6,60,7200,1,1,1950,2,0,398,149,317,864,864,0,0,864,0,6,2,720,1,129000
952,20,5,60,7800,1,2,1965,2,0,641,0,187,828,965,0,0,965,0,6,1,300,2,119900
953,85,6,60,7200,1,1,1972,2,0,660,0,108,768,768,0,0,768,0,6,1,396,1,133900
954,60,6,21,11075,2,1,1969,2,232,562,193,29,784,1168,800,0,1968,1,2,2,530,1,172000
955,90,6,35,9400,2,3,1975,1,250,945,0,0,945,980,0,0,980,0,7,0,0,3,127500
956,90,5,82,7136,2,1,1946,2,423,484,0,495,979,979,979,0,1958,0,2,2,492,1,145000
957,160,8,24,1300,1,1,1980,2,0,285,0,276,561,561,668,0,1229,1,2,2,462,5,124000
958,20,6,70,7420,1,1,1962,4,0,417,0,640,1057,1057,0,0,1057,0,6,2,576,1,132000
959,20,6,65,8450,1,1,2003,2,0,699,0,638,1337,1337,0,0,1337,0,2,2,531,1,185000
960,160,3,24,2572,1,4,1999,4,0,604,0,92,696,696,720,0,1416,0,6,2,484,1,155000
961,20,6,50,7207,2,1,1958,2,0,696,0,162,858,858,0,0,858,0,7,0,0,1,116500
962,60,6,21,12227,2,2,1977,2,424,896,0,434,1330,1542,1330,0,2872,1,2,2,619,1,272000
963,160,6,24,2308,1,2,1976,2,0,556,0,248,804,804,744,0,1548,1,6,2,440,1,155000
964,20,6,122,11923,2,2,2007,2,0,0,0,1800,1800,1800,0,0,1800,0,2,2,702,1,239000
965,60,6,80,11316,1,2,2002,2,44,624,0,193,817,824,1070,0,1894,1,4,2,510,1,214900
966,60,6,65,10237,1,1,2005,2,0,0,0,783,783,783,701,0,1484,1,2,2,393,6,178900
967,50,6,130,9600,2,1,1940,2,0,428,0,300,728,976,332,0,1308,2,6,1,256,1,160000
968,20,6,21,7390,2,1,1955,4,151,902,0,196,1098,1098,0,0,1098,0,2,1,260,1,135000
969,50,8,50,5925,1,1,1910,2,0,0,0,600,600,600,368,0,968,0,7,0,0,1,37900
970,190,6,75,10382,1,1,1958,4,105,513,0,75,588,1095,0,0,1095,0,2,1,264,1,140000
971,50,6,60,10800,1,1,1949,2,0,0,0,720,720,720,472,0,1192,0,7,0,0,2,135000
972,160,6,36,2268,1,1,2003,2,106,567,0,197,764,764,862,0,1626,0,4,2,474,1,173000
973,120,6,55,7892,1,1,1979,2,0,0,0,918,918,918,0,0,918,1,2,1,264,1,99500
974,20,3,95,11639,1,2,2007,2,0,0,0,1428,1428,1428,0,0,1428,0,2,2,480,6,182000
975,70,6,60,11414,2,2,1910,2,0,0,0,728,728,1136,883,0,2019,0,6,2,532,1,167500
976,160,3,21,2651,1,4,2000,2,0,641,0,32,673,673,709,0,1382,0,6,2,490,1,165000
977,30,6,51,5900,2,1,1923,2,0,0,0,440,440,869,0,0,869,0,7,0,0,1,85500
978,120,3,35,4274,2,1,2006,2,0,1106,0,135,1241,1241,0,0,1241,0,2,2,569,6,199900
979,20,6,68,9450,1,1,1954,2,0,552,0,342,894,894,0,0,894,0,6,2,400,2,110000
980,20,6,80,8816,1,2,1963,2,0,651,0,470,1121,1121,0,0,1121,0,6,2,480,1,139000
981,85,6,21,12122,2,2,1961,2,210,867,0,77,944,999,0,0,999,0,2,2,588,1,178400
982,60,6,98,12203,2,2,1998,4,975,854,0,371,1225,1276,1336,0,2612,1,2,3,676,1,336000
983,20,6,43,3182,1,1,2007,2,16,0,0,1266,1266,1266,0,0,1266,1,2,2,388,1,159895
984,60,6,21,11250,1,2,2002,2,0,0,0,1128,1128,1149,1141,0,2290,1,2,2,779,1,255900
985,90,6,75,10125,1,1,1977,2,0,0,0,0,0,1302,432,0,1734,0,2,2,539,1,126000
986,190,6,68,10880,1,1,1950,2,0,1040,0,124,1164,1164,0,0,1164,0,6,1,240,1,125000
987,50,8,59,5310,1,2,1910,4,0,0,0,485,485,1001,634,0,1635,0,2,1,255,5,117000
988,20,6,83,10159,2,1,2009,4,450,1646,0,284,1930,1940,0,0,1940,1,2,3,606,6,395192
989,60,6,21,12046,2,1,1976,2,298,156,0,692,848,1118,912,0,2030,1,2,2,551,1,195000
990,60,3,65,8125,1,1,2006,2,0,0,0,770,770,778,798,0,1576,0,2,2,614,6,197000
991,60,6,82,9452,1,1,1997,2,423,1074,0,322,1396,1407,985,0,2392,1,2,3,870,1,348000
992,70,8,121,17671,1,2,1882,2,0,216,0,700,916,916,826,0,1742,1,2,2,424,5,168000
993,60,6,80,9760,1,1,1964,4,340,536,117,169,822,1020,831,0,1851,1,2,2,440,1,187000
994,60,6,68,8846,1,1,2005,2,0,0,0,750,750,750,750,0,1500,0,2,2,564,6,173900
995,20,6,96,12456,1,4,2006,4,230,1172,0,528,1700,1718,0,0,1718,1,2,3,786,1,337500
996,50,6,51,4712,2,1,1946,2,0,384,0,363,747,774,456,0,1230,0,6,1,305,2,121600
997,20,6,21,10659,2,1,1961,4,0,915,0,135,1050,1050,0,0,1050,0,2,1,368,1,136500
998,20,6,21,11717,2,1,1970,4,571,0,0,1442,1442,1442,0,0,1442,1,2,2,615,1,185000
999,30,8,60,9786,1,1,1922,4,0,0,0,1007,1007,1077,0,0,1077,1,6,1,210,5,91000
1000,20,6,64,6762,1,1,2006,2,24,686,0,501,1187,1208,0,0,1208,0,2,2,632,1,206000
1001,20,6,74,10206,1,2,1952,1,0,0,0,0,0,944,0,0,944,0,6,2,528,1,82000
1002,30,6,60,5400,1,2,1920,2,0,0,0,691,691,691,0,0,691,0,6,1,216,2,86000
1003,20,6,75,11957,2,1,2006,2,53,24,0,1550,1574,1574,0,0,1574,1,2,3,824,1,232000
1004,90,6,21,11500,2,2,1976,2,164,0,0,1680,1680,1680,0,0,1680,0,6,2,528,1,136905
1005,120,6,43,3182,1,1,2005,2,16,16,0,1330,1346,1504,0,0,1504,1,2,2,457,1,181000
1006,80,6,65,8385,1,1,1977,2,220,595,0,390,985,985,0,0,985,0,2,1,328,1,149900
1007,20,6,21,12155,4,1,1970,2,0,1237,0,420,1657,1657,0,0,1657,1,2,2,484,1,163500
1008,160,8,21,2217,1,1,1970,2,0,273,273,0,546,546,546,0,1092,0,2,1,286,5,88000
1009,20,6,43,12118,2,3,2004,4,108,0,0,1710,1710,1710,0,0,1710,1,2,2,550,1,240000
1010,50,6,60,6000,1,1,1926,2,0,0,0,1008,1008,1008,0,514,1522,0,7,0,0,1,102000
1011,50,6,115,21286,1,1,1948,2,0,0,0,720,720,720,551,0,1271,1,2,1,312,1,135000
1012,90,6,75,9825,1,1,1965,4,0,0,0,0,0,1664,0,0,1664,0,7,0,0,1,100000
1013,70,6,55,10592,1,1,1923,4,0,0,0,602,602,900,602,0,1502,2,6,1,180,1,165000
1014,30,8,60,7200,1,1,1910,4,0,247,465,310,1022,1022,0,0,1022,0,6,1,280,5,85000
1015,20,6,60,11664,1,1,1948,2,206,336,0,746,1082,1082,0,0,1082,1,6,1,240,1,119200
1016,60,6,70,8400,1,1,2001,2,0,643,0,167,810,810,855,0,1665,0,2,2,528,1,227000
1017,20,6,73,11883,1,1,1996,4,196,690,0,814,1504,1504,0,0,1504,1,2,2,478,1,203000
1018,120,6,21,5814,2,3,1984,2,0,1036,0,184,1220,1360,0,0,1360,1,2,2,565,2,187500
1019,80,6,21,10784,2,4,1991,2,76,0,0,384,384,802,670,0,1472,1,2,2,402,1,160000
1020,120,6,43,3013,1,1,2005,2,145,16,0,1346,1362,1506,0,0,1506,1,2,2,440,1,213490
1021,20,6,60,7024,1,1,2005,2,0,1024,0,108,1132,1132,0,0,1132,0,2,2,451,1,176000
1022,20,6,64,7406,1,1,2006,2,84,684,0,515,1199,1220,0,0,1220,0,2,2,632,6,194000
1023,50,8,52,9439,1,1,1930,2,0,324,0,588,912,912,336,0,1248,0,6,1,160,5,87000
1024,120,6,43,3182,1,1,2005,2,14,16,0,1330,1346,1504,0,0,1504,1,2,2,437,1,191000
1025,20,6,21,15498,2,2,1976,4,0,1165,400,0,1565,2898,0,0,2898,1,2,2,665,2,287000
1026,20,6,70,7700,1,2,1972,2,0,138,468,276,882,882,0,0,882,0,6,2,461,1,112500
1027,20,6,73,9300,1,1,1960,2,324,697,0,571,1268,1264,0,0,1264,2,2,2,461,1,167500
1028,20,6,71,9520,2,1,2007,2,338,1513,0,125,1638,1646,0,0,1646,1,2,3,800,6,293077
1029,50,6,79,9492,1,1,1941,2,0,368,41,359,768,968,408,0,1376,1,2,1,240,1,105000
1030,160,8,21,1680,1,1,1972,2,281,317,0,355,672,672,546,0,1218,0,6,1,264,5,118000
1031,190,5,21,7082,1,1,1916,2,0,0,0,686,686,948,980,0,1928,0,7,0,0,1,160000
